,rightfoot,,,,,,leftfoot,,,,,,lumbar
time,ax,ay,az,wx,wy,wz,ax,ay,az,wx,wy,wz,pelvic_rotation
0.0,9.839166641235352,-1.4038513898849487,-1.1108736991882324,0.2627643644809723,0.24460585415363312,0.21256141364574432,9.855713966377442,2.5079525822379685,0.05316908403475713,-0.005795098834275756,-0.38888044936102717,0.1780507537172473,50.05913071205764
0.0887343,9.863595719375914,-1.5505276693968832,-1.3670417295060084,0.14101766506833394,0.2862701771789669,0.2841416798044713,9.940345341769842,2.476233963714889,0.12828712501833517,-0.4331670192132775,-0.7449026545438167,0.34930348265067285,47.53225376400167
0.09875389999999999,8.790774184031322,-3.5484075930761523,-0.6482579678880656,-0.5040632329874516,0.3363869831921516,0.32554144601571366,10.489958568627209,1.9207663823297334,-0.0742305751405623,-1.1168184589903176,-1.0350607049829934,0.5453694014310562,45.67919053906481
0.1140534,10.04667409700549,-2.4530505844708044,-0.720574310206781,0.1612296089209536,0.33636810405096884,0.1922026228062385,8.397823441033172,0.4368556763799917,-3.4337771155229073,-1.2894897220932109,-0.3888778505489492,0.6360041627303503,45.45219509035666
0.124414,9.644317213840749,-0.9502554083637859,-0.8688117581349547,-0.51407810339501,0.03744875337533687,0.06177413748783244,8.002850486086956,0.4227530050736207,-5.166334805500183,-0.8240085671321234,0.30730297783875793,0.11867282081585633,45.47221413095591
0.141016,9.632396050212357,-2.7572326542671095,-0.026317866983264784,-0.24637178554091518,0.07280343763733374,-0.08330691593886184,11.141379041056478,1.0698073625152562,-1.0986663103103638,0.8025518906418629,0.43174952787051,-0.29924752882548744,45.29093638825394
0.1575069,9.791173660591857,-1.554520796423089,-1.2393022302078875,-0.07343881760966288,-0.08343258387830159,-0.05352444783465503,9.952538200396972,1.883444718052449,-0.7270115514303861,-0.11717935792103354,-0.18905190541972183,0.00274959543969496,47.23072211389486
0.2038794,9.790337562561037,-1.8807699170804795,-0.8864009088497558,-0.05231832195725722,-0.0686518789831257,-0.018863638359752875,9.985655784606934,1.4735872534444339,-1.3446413273390727,-0.07221806107818386,-0.053752546994302444,-0.011736908463746663,47.5124708041862
0.2192025,9.789515675952794,-1.7977756967346816,-1.159703254699707,-0.06650228773500128,-0.05974436679974906,-0.018374247217075736,9.985655784606934,1.5886172690088787,-0.9521774649620056,-0.061681160213081454,-0.062242168673737136,-0.007458849502126536,47.81882767992517
0.2638003,9.783808610722666,-1.734267366195067,-1.1613355006289774,-0.022573924508445788,-0.03489483543576245,-0.03389508858968152,9.975327917148068,1.63907627801225,-1.1559440949715987,-0.0639244036215697,-0.09492147006509277,-0.014050388948306007,48.08372701164161
0.2739571,9.782223193574987,-1.722881301514672,-1.0808013132587981,0.010968031212458625,-0.06636844021641886,-0.0334643483167648,9.957712869218167,1.6952056994164142,-1.1195530854952285,-0.010137902487164252,-0.05616108785981438,-0.005032038551553918,48.29067323236363
0.3298248,9.781385746439181,-1.7383323198821623,-1.3053781254014147,0.023428024128594366,-0.0667947193520194,-0.0023499799131322927,9.966388650753531,1.7408066554003598,-1.1038136655284512,-0.004555625886085534,-0.053857785271918444,-0.000617753699301712,48.521361927542046
0.3709774,9.789526613607276,-1.6016025784286327,-1.2956065894943125,-0.003200615433296366,-0.05646992652166459,-0.010539568995473541,9.923014412307104,1.6251892599210565,-1.1179422038962163,0.001489364196501437,-0.04775740558315633,-0.007448598266751219,48.775821445960034
0.4019177,9.779739118513547,-1.7480729316908217,-1.2101424545797397,-0.047221651571171905,-0.04720975492288837,0.007265784379635608,9.964780333954069,1.7649448449435872,-1.1857073278654189,0.01622444333454248,-0.03176632215670909,-0.009783971604079969,49.00997415197435
