,rightfoot,,,,,,leftfoot,,,,,,lumbar
time,ax,ay,az,wx,wy,wz,ax,ay,az,wx,wy,wz,pelvic_rotation
0.0,9.021270751953125,-2.685628652572632,-0.634784996509552,-0.335398405790329,-0.7861567735671997,-0.22858363389968872,6.084200028479787,-0.1230363787700369,-1.0525112407558983,-1.2848790093306723,5.464227586748168,-1.624620017567223,-49.733928755774635
0.1514625,10.143606480891597,-1.5384984930900678,-2.3068757302751006,0.04489010385763568,-0.9784115194328126,-0.3941522752936496,11.351419152202695,-0.599458181050821,-2.5483970960713753,0.6797341588394372,6.781058160207605,-2.3214269978415336,-58.642947160672016
0.1716466,9.619499042815244,-1.8433928830174018,-1.440417294068215,-0.34077362157046726,-1.194027672487312,-0.10890923161739242,18.604033305979748,-1.2068564250987057,-10.652716468577651,2.2014360705243474,6.956152674453933,-3.3163239854590225,-59.96600845042162
0.1862539,9.13315366294771,-1.8303604065547892,-0.4281185735770512,-0.3512333185472552,-1.9718200656553446,-0.301355774219196,15.375968514675217,-12.16830317781537,-19.546753271950752,3.6432433526890997,4.62802071622006,-2.9532844065155124,-58.71906407489284
0.2011958,11.806007328121343,-1.6229236281137862,-1.7687937245802947,-0.5234268952487251,-2.866571608226969,-0.3226064778349366,7.157303646922065,-4.804420254580057,-20.480661039695413,0.9980513322800416,0.0119123124411053,-0.6805222725022941,-59.30577765379077
0.21536349999999999,17.611231677909416,-2.036892531104901,-1.795219629774079,-1.3132409565093512,-3.446737440317274,0.021317014771123084,15.335405963949947,-4.202552733158282,15.434333917717156,-3.3155198204338845,-1.3292430252786576,0.8008668414002021,-61.59018664731442
0.230657,21.687173090405913,-1.4337666873985597,-2.59775793790451,-3.5088174653187574,-2.8781332454495834,-0.4311253579988641,10.284930417834607,3.5370641234710494,-4.334382960574508,-1.9273840946072762,-2.2770791638146193,1.0973455883866767,-62.69212691067811
0.2447561,15.030491657520768,-10.989447503595308,-4.868700446621064,1.7735315245417405,-2.8982050688036027,-2.8695839830257928,11.560028126705749,-0.48092450450785895,-2.8786488057830706,0.4413504040258025,-1.147404347463315,0.33668434434902583,-63.17534563046229
0.2710848,9.414029356217123,-9.035768530391383,-7.112688692384344,6.329168129309017,5.241855013422384,-2.910541715358327,9.440688163885277,3.080990163514715,-0.7061586598629012,1.1880763390659141,-0.2444421650543513,0.318517970929697,-60.95671440649748
