,rightfoot,,,,,,leftfoot,,,,,,lumbar
time,ax,ay,az,wx,wy,wz,ax,ay,az,wx,wy,wz,pelvic_rotation
0.0,8.64251939194251,-0.27310178074620983,-3.1030554038743183,2.9964071344233774,-0.1439057434931098,-0.10489599896971799,9.949033737182617,2.1973326206207275,-0.8911404609680176,0.65263831615448,0.2702414095401764,0.044862207025289536,47.937385969413654
0.09740259999999999,8.052835714981853,-0.7007162150699422,-3.4603768856294694,1.557595785312389,0.5534334841961135,-0.14096105462669778,9.558396339416504,2.6977424018210896,0.1952715661382437,0.7327477617472548,0.2873395536375302,0.004278334052932838,50.84535798756258
0.1448149,9.728872253176775,-2.5222529322271323,-1.113840802247128,0.35519531348611244,0.17876621370742465,0.07677553544619867,9.570698070782454,2.173199083410517,-0.1828923139901865,-0.35347216822465405,-0.541419688747159,0.283034571219876,55.19593342531333
0.1678412,9.537328001082654,-2.6108152797685786,-1.0982740504261534,-0.17892385839332373,0.13384558498523647,-0.10105203419939045,9.179398649284785,4.334040687191918,-4.121314872933093,-0.7526575748111471,0.21724017563113998,-0.027531634002035194,54.86565494287326
0.1947645,9.553321595687592,-3.166924261277722,-0.14937660575420417,-0.3639014979630816,0.08720527015840067,-0.09362181925004529,10.810334582190254,1.1176625393606645,-0.8965652727156126,-0.1168951313290876,0.30928655105868147,-0.42215982547920766,51.15750171066439
0.254684,9.721573974154385,-2.513553317196692,-0.5455056314871749,-0.27146292420064577,0.08955382009563403,-0.16573350768825237,9.582980227726761,1.113948973276282,-1.958547538692867,-0.09632691421965209,0.37501012734187544,-0.2881406722804918,49.57615515296825
0.30903579999999997,11.89352634055932,-3.244947399660367,1.755826994961727,-0.4377120083697883,0.38193755722395495,-0.21854197805034326,9.960005391639012,2.2586789824568303,-0.7013850262912188,-0.129421585116915,0.3778809447259215,-0.28081472203539876,47.53599799104637
0.3579777,9.596527249521312,-2.282928106178092,-0.8558824392263547,-0.4632996709810363,-0.29555657198695545,-0.23520608947894173,10.447323654995936,1.4124453178384526,-0.8655211389110556,-0.03955564401054096,0.3249619020345054,-0.19026987692081382,45.79451227872965
0.4639739,9.428908494539751,-0.3906368911266327,0.3424009375630787,-1.233169668893055,0.19493957121322794,0.23790005336095832,9.387493133544922,2.9362961459758035,0.18963041627866395,-0.07431954330026996,0.13280255408910868,-0.044369291726125935,44.11625930348851
0.5818595,9.300564706485737,-1.6464198476203529,-1.9409770965576172,-0.27341275795784986,0.448474840613283,0.33511445115458777,10.088017096717236,2.045840123861921,-1.1399123843242371,-0.10522281797769675,-0.24379667693332285,0.19889439687254912,44.390952749170836
0.7727526,9.735607158936297,-1.9045174600860735,-0.9579967649713639,0.33542685715421555,0.17345738931116972,0.09558856437393812,9.967516511388762,1.5450709723107825,-0.623477646221702,0.022509861366486646,0.005674363914600593,0.09561426976492512,44.42811291355786
0.8559868,10.032653726068938,-2.361916844562818,-0.38320496661566616,0.18368369078428637,0.06728073401797202,0.0743650737224758,9.88893766276237,1.745530537135529,-0.6508833733938073,0.06867758281570914,-0.11458551729001634,0.06776285146330176,44.65250265324221
0.9322876999999999,9.736829582774867,-2.487191550331599,-0.7825659692905387,0.044749147079538844,-0.050772087279224186,0.0168408609942912,9.96509250263452,2.036677057392448,-0.8101931581282973,-0.01551377745201001,-0.04578188524168935,0.04730132696455166,45.76077016569266
1.0754356,9.709263594747886,-2.4796688786817866,-0.6119361306836244,-0.04228681218841976,-0.03831629910794969,0.019226660951972008,9.910890938331509,1.7533052979213823,-1.0017445283953488,0.048671201112254946,0.03545039457873485,0.0008666311402260518,46.456587785499345
1.1575778,9.692678451538086,-2.2843578295107765,-1.1337150940436735,-0.011198941450010574,0.011958525393076663,0.011611954965489814,9.981849410627905,1.6098458463573113,-1.0498366355895996,0.16529491944338687,0.0602144403349755,-0.026569698726938616,46.887708436273336
1.2859457,9.734035300280702,-2.403280093922593,-0.8434703136125223,-0.0205343626739998,-0.012919228869460283,0.007477034814655781,9.900203704833984,1.773161269064384,-0.7881494572818187,0.13700568645475342,0.047072339245998976,-0.0066790687701394486,47.34977886252666
1.4099607,9.65605640411377,-2.4261140707099726,-0.8348423031324554,-0.0094120870933793,-0.007577656445702693,0.005378335550795531,9.988740082695255,1.740326008646555,-0.8498918252459382,0.05527381155519255,-0.002136295661330223,0.008545182645320892,47.695159682541885
1.4515542000000001,9.65605640411377,-2.415465693930388,-0.6353787579294723,-0.05062298668778315,0.0018201720330022996,0.004272591322660446,10.01323987738145,1.7095052786686453,-0.8720370566332212,0.06255596971565631,0.041657764464616776,-0.02391518909303892,47.78568873845113
1.4992456,9.696766482777974,-2.3747314906520156,-0.7129007878017828,-0.023851927473803453,-0.03347031847682199,0.002920278699763597,9.984023489659748,1.7021163971006343,-0.7983794724393498,0.0984124668561419,0.007157260364902076,-0.002422028282102024,48.260115543422316
1.5607124,9.631641387939453,-2.3845029104294553,-0.839881198973505,-0.04244072721386846,-0.03510628633690326,0.004129998440619782,9.961240768432617,1.8001129253620896,-0.7027485332786922,0.08386143323378868,-0.026445786413718638,0.002280292545940435,48.269350054275186
1.6189876,9.711423656602303,-2.392651081085205,-0.9113142297808721,-0.007763077474890216,-0.0654430615115306,0.0,9.975101571905874,1.6757208097762348,-0.8686961457095144,0.017407445511954736,-0.05796930707630611,0.014636988350544534,48.292424824182206
