,rightfoot,,,,,,leftfoot,,,,,,lumbar
time,ax,ay,az,wx,wy,wz,ax,ay,az,wx,wy,wz,pelvic_rotation
0.0,9.732160056974115,-1.9700657935003347,-1.3306069374084473,0.011090442741049393,0.009271638024778615,0.02431718114342901,9.949033737182617,1.7822809219360352,-1.0620441436767578,0.006408886983990669,-0.005340739153325558,0.014954069629311562,56.45270441538798
0.16905119999999998,9.750842867298,-2.0810027793316856,-1.1765783857487435,0.02233689574594383,0.010587270183849237,0.020294807851314545,9.985641720840642,1.8189124644443553,-0.9643848538398743,0.01709200607071961,0.004272591322660446,0.008545182645320892,56.03326223386394
0.1842259,9.733963894334313,-1.9747189838439705,-1.30619215965271,0.010525447494362176,0.04064964952316713,0.029908139258623123,9.961218894832527,1.794477373693445,-1.0620222693290353,0.009611416477569351,0.004271634323452119,0.013884964799438125,55.965079004949885
0.1982094,9.697336562157165,-2.0508437156677246,-1.1608268707395515,0.006001289866323914,0.04791200735033535,0.0258885005999717,9.936843892332687,1.8066269519096236,-0.9644020407434525,0.007487561805947374,0.004271087466761647,0.008545182645320892,55.934514155630005
0.2113351,9.773476750417661,-1.9869053094652234,-1.2178388564851819,0.016836486140767423,0.01159636954981135,0.022431103512644768,9.961200140832451,1.8432975519301644,-0.9522180937524337,-0.002136295661330223,0.0,0.010683255818402093,55.88082357576071
0.2252886,9.701973159436502,-2.043283709183267,-1.189943649771271,-0.002949575653239604,0.014699201436004714,0.019226660951972008,9.92469372776186,1.7823309266011773,-0.964334849174732,0.007483597934967087,-0.007479222521426216,0.017083802170330478,55.76504227746203
0.2392435,9.779331445327735,-2.0386364459991455,-1.187559023812314,0.011493937908521584,-0.01510461120145215,0.016684135135513083,9.961211079032495,1.7334215569453426,-1.0253327870240776,-0.0010681478306651115,-0.014943678022151994,0.017090365290641785,55.75857675472906
0.2728005,9.687361009505743,-2.0828724109178984,-1.181821356368373,-0.01027953863915394,0.0014700874981622863,0.008079944315901543,9.938557657533831,1.8049642881612198,-0.9765922427177429,0.014344246367052678,-0.0004583245684062281,0.0004583245684062281,55.7564692449207
0.3311299,9.736904699793548,-2.0287304430204456,-1.2085329294204712,0.006408886983990669,-0.008545182645320892,0.009613330475986004,9.949033737182617,1.724731683731079,-1.0219340324401855,0.007324442267417908,-0.012054811231791973,0.008545182645320892,55.71258744804838
