,lumbar,,,,,,,,,
time,ax,ay,az,wx,wy,wz,q0,q1,q2,q3
0.0,9.922153157490891,0.014672945391944135,1.0217235486729874,-0.009936932922573015,-0.012278436557002987,-0.007477034814655781,0.7035619854629085,-0.21300005283707518,-0.6351494850585,-0.2371004886810988
0.0969695,9.949033737182617,-0.158696249127388,1.001007080078125,-0.008867185735594361,-0.01591488225881489,-0.0076917035415047606,0.7043243432720072,-0.20882819987820234,-0.6380017400985369,-0.23080680674825196
0.1609739,9.968306493228184,-0.1272160488161863,0.9084898589073307,-0.016303848263277267,-0.016922069212826345,-0.006240591837497804,0.7053273579827873,-0.20898575640653236,-0.6381650413450316,-0.22712034630412317
0.2010629,9.936826705932617,-0.12019573096462506,0.9643848538398743,0.003985044614021336,0.018651567534693787,0.0,0.7060210769935269,-0.20939491018179202,-0.6372200908957096,-0.22724120706800466
0.2560855,9.858402301388452,-0.03847058401590278,1.023573484476315,0.003981116706638685,0.005793946635554515,0.002136295661330223,0.7072430816188747,-0.20894672301303813,-0.6361151555113387,-0.22694933217160335
0.2970162,9.936826705932617,-0.08545182645320892,0.9765922427177429,0.0,0.012202638923446786,0.0,0.7074564916387545,-0.20893263623253783,-0.6358878980215376,-0.2269340148696495
0.3387274,9.917594170579529,-0.08026918747521813,1.0220813487565703,0.008091701734746699,-0.005955406073416476,0.0,0.7075662639218999,-0.20883456971025044,-0.6358503907760537,-0.2267870922329557
0.3809008,9.907224116489552,-0.07324442267417908,1.0132144689559937,0.0143398128517385,0.010227587253559068,0.0006142567775730636,0.7076785066317186,-0.20869378666471675,-0.6358405075473976,-0.22659409440872633
0.4551698,9.933185765979141,-0.10986662656068802,0.9991868307446146,0.017999241110206825,0.00686332489377319,0.0016818577515477027,0.7079815728449772,-0.20838953902779572,-0.6357153647015686,-0.2262782968339808
0.5283221,9.898402664094732,-0.10986662656068802,0.9958041356312668,-0.002136295661330223,-0.005971264917440173,-0.0032044434919953346,0.7079570791395017,-0.20814919648784866,-0.6359126142379395,-0.2260217537114478
0.5976762000000001,9.907198448884323,-0.11864246027443999,1.00278849627382,-0.004572854076902713,-0.016178091567370198,-0.006253012876597143,0.7074228797373174,-0.208403259972131,-0.6364225707839987,-0.22602491423255927
0.6754684000000001,9.91064228061768,-0.029634049786965298,1.0079952320317642,0.0019815154073219146,-0.03326736220825774,0.00061146404233671,0.7069799791615541,-0.20855574374967314,-0.6369339870577723,-0.2258293757340687
0.7168595000000001,9.917635461579698,-0.1186096446662073,0.9870401179476146,0.0006110538473172533,-0.012659028096909455,-0.0038154973393125877,0.7066239881945681,-0.2087466606418527,-0.6373013476608018,-0.22573073173275365
0.761517,9.936826705932617,-0.0017282894134895335,0.9992787683095556,0.005493878627256039,-0.022888608089911895,-0.004272591322660446,0.7063523411143026,-0.20875888278617957,-0.6376120623385659,-0.2256921731486739
0.8664377000000001,9.915868295990865,-0.10117049640091302,1.0271501440728437,0.004116580483593767,-0.015105294328229667,-0.005799200453404938,0.7058735309767246,-0.20893338678048318,-0.6380890514950285,-0.22568066048526067
0.9352597,9.894953368812478,-0.11157303784162767,1.0132144689559937,-0.0039624838879512205,-0.010532167319568896,-0.007477034814655781,0.7058143899049139,-0.20896345283640494,-0.6380685428231208,-0.22589567734115934
0.995793,9.950732065989573,-0.031367698963743446,0.9643848538398743,-0.0004597697625146256,0.011141248069165742,-0.0038128215601458204,0.705847895805319,-0.20891677479918144,-0.6380221931729471,-0.22596506414376163
1.0728898999999998,9.928191235537902,-0.08187960798118246,0.9591249881252166,-0.0006079090188347525,0.016334785663518488,-0.002891874887169369,0.706126845482034,-0.2087908650874717,-0.6377533981597137,-0.22596870553542356
1.1456526999999999,9.887996673583984,-0.05049674468119502,0.9782594062371732,-0.007015897910414974,0.01971131176258055,-0.004418465344843945,0.7066181150983086,-0.20861765858487796,-0.6371725778914802,-0.22623133718519867
1.246468,9.868861419480481,-0.03497382635902721,1.0201423535437921,-0.008689416097432973,0.0,-0.0027424863027188193,0.7068665629707565,-0.20872613490196482,-0.636768134238853,-0.2264937217248346
1.3355325,9.935170232349568,-0.048829611390829086,0.9574531691136006,-0.003521169691592348,0.0038109666459064046,-0.0038109666459064046,0.7069181671784122,-0.20880364959432113,-0.6366551967772838,-0.22657868665363176
1.4192095,9.903867946152618,-0.07853487054257727,1.001007080078125,0.009613330475986004,-0.007797629549445194,0.0016733814728453816,0.7067370973586606,-0.20877875460139497,-0.6369798891954179,-0.22625367975955454
1.4721697999999999,9.9246187210083,-0.013822766879512918,0.9782076386469296,0.006691575711123438,-0.01189097050088261,-0.002136295661330223,0.706715186794766,-0.2087512264852457,-0.637066852089854,-0.22610262307825812
1.5265244999999998,9.928315773581506,-0.07854580767638672,0.9781969082534014,0.0030640380367165593,-0.015881812004697897,-0.002600166849023391,0.7064890283935831,-0.2087526534617997,-0.6373599936511456,-0.22598190397719925
1.5710712,9.923033299892245,-0.10986662656068802,1.0148003514225286,-0.0026009871340590997,-0.013330861852650573,-0.002739752019266458,0.7062236596606026,-0.2090250174233153,-0.6376011622898148,-0.225879265257891
1.6389323,9.9437191325867,-0.0259926773620603,0.939970076084137,-0.004875697059657435,0.0076150984579846474,-0.0010681478306651115,0.7062892397867704,-0.20900474222213578,-0.6375406132164665,-0.22586388376554561
1.7065067999999999,9.910855200884438,-0.022858808291820933,0.9887996912002563,-0.014954069629311562,-0.0030682936021383536,-0.002602294631734288,0.7062483143389814,-0.20927451896771498,-0.6374479354929835,-0.22600359231638562
1.785912,9.9124116897583,-0.13961163285072498,0.9697150386148883,-0.010546113950230421,-0.0032044434919953346,-0.0010681478306651115,0.7061681993430383,-0.20957138474422912,-0.6373738306195349,-0.22618777370666382
1.9027825,9.900203704833984,-0.13046281616174044,0.9575194670832693,-0.006542183302293304,-0.000600722074483873,-0.0030711471736927,0.7060654200354515,-0.2097889623289449,-0.6373501979512081,-0.22637345048980745
1.9444922,9.929965671528077,-0.07173040877175624,0.9941463806588595,-0.0047404272213595385,0.002003819628063297,0.0009356717973981855,0.7060652162623077,-0.2098916268191361,-0.6373118349764013,-0.22638692624506782
1.985344,9.942177241129858,-0.14113814686574014,0.956022151937746,-0.0041408157264534885,0.007945220931884859,0.0005999617134360346,0.7061856068958446,-0.20992489747603588,-0.6371552434608154,-0.22642133681085036
2.0681142,9.916291013136878,-0.06400254460519642,0.9780750371850468,0.004272591322660446,0.020085088719618498,0.0,0.7066465229796354,-0.2097066554757299,-0.6367988989816088,-0.226187914057728
2.1375477000000003,9.905575655706862,-0.012207402847707272,0.9590131652487937,0.007220832455169486,0.011151501632112098,0.0,0.7074178063304597,-0.20909051659970004,-0.6362154744697025,-0.22598909973704953
2.2156293000000002,9.949033737182617,-0.14648884534835815,0.9590086641407489,-0.002136295661330223,0.007006617641760122,-0.005340739153325558,0.707582057616755,-0.2089832527077573,-0.6360724361359236,-0.22597674175595275
2.2562072,9.898750906898862,-0.006830332545740974,0.9697619179884593,-0.004399751778692007,-0.0033316039480268955,-0.005938393296673894,0.7076192365864683,-0.20894607615789526,-0.6360100747569253,-0.22607020608362738
2.3343653,9.905586593361345,-0.1342814415693283,0.9927401461339433,-0.005685532296668372,-0.009142350151316696,-0.0038016109979911376,0.7075101529703575,-0.20902979555203088,-0.6360583826605986,-0.22619827997250969
2.4153076,9.950458828388454,-0.06785328648755536,0.9819833970014951,-0.014607044122827035,-0.0027327192196201894,-0.004397290608575267,0.7073165712138515,-0.2092179726312753,-0.636158591269568,-0.2263478623010592
2.462374,9.9124116897583,-0.09765922278165817,1.009229722202465,-0.007477034814655781,-0.013762316366116845,-0.005936615784922915,0.7071306145905891,-0.20936622606928595,-0.636260987588009,-0.2265039358681707
2.538246,9.943627141160473,-0.07725729657498251,0.9901935448417039,-0.0009461831782133348,-0.004272591322660446,-0.005935795394884002,0.7070265405556984,-0.2094847109922458,-0.6362710450185721,-0.22669094397728148
2.5853816000000003,9.901586959689462,-0.06241978344654253,1.0132144689559937,-0.006882464877939722,0.0017837098101481776,-0.007477034814655781,0.7070461843051047,-0.20944456031609565,-0.6362337410989783,-0.22677146227157396
2.6367773000000003,9.925989476175477,-0.09087039172481548,1.0254218578338623,0.0011880461600511736,0.0007139214094116489,-0.0035586699132487973,0.7070708096003726,-0.20936958797807215,-0.636205299813974,-0.22684369581184746
2.6917864000000002,9.936826705932617,-0.05967438803614712,0.9792893958195502,0.00047445890583818964,0.008189953758471435,-0.0022555256803189552,0.7071576357385472,-0.20930848530196713,-0.6361398993647323,-0.22681284053927228
2.7218143,9.938178103950841,-0.06916851408454355,0.9955793164661884,-0.005697381009985987,0.010563190267536365,-0.0009498597915503605,0.7073563592003616,-0.20927387163267197,-0.6359059426363406,-0.22688115803316167
2.8457893000000003,9.905641977688134,-0.08678319815620666,0.9887996912002563,-0.002136295661330223,0.0015439740532348233,0.0,0.7076439591873989,-0.20923959319804927,-0.6355690059699887,-0.2269600368219432
2.8919792,9.9124116897583,-0.05427231330613387,1.018657164227578,0.004748827740249614,-0.0036806799095845033,-0.0011838228261518862,0.7076762084063265,-0.20917509868207887,-0.6355969513401626,-0.22684064361149842
2.9570346,9.90981421460264,-0.09350361394208398,1.0254218578338623,0.009136075844181978,-0.01720400292637627,0.00047725463180402504,0.7076308456365216,-0.2090757732374374,-0.6357827425357366,-0.2265528892833772
3.0228904,9.901494939694695,0.0,1.0308801795633036,0.00736409445263205,-0.0014328112029620716,-0.0010681478306651115,0.7075554997956165,-0.20900743296156923,-0.6359663041210106,-0.2263359620088079
3.0691306000000003,9.9124116897583,-0.06231666188346169,1.0090302391575894,0.0057068597075967935,-0.005086587506428535,0.0,0.7076171909811702,-0.20888844001327453,-0.6360160079702165,-0.2261131757823244
3.121837,9.9124116897583,-0.03535333871307339,1.0662444697486029,0.003683004348028091,-0.009613330475986004,-0.003683004348028091,0.7075770832956905,-0.20883804072425508,-0.6361096352943169,-0.22602184811860435
3.1519876,9.931352490470523,-0.10565216907314838,0.9984880621944154,0.002246501389890909,0.007845800137147307,-0.002136295661330223,0.7076607586606745,-0.20878437965793423,-0.6360400141708398,-0.2260053845292364
3.1942907000000003,9.917891026580744,-0.012207402847707272,1.067523641026647,-0.002615752264701853,0.0008071604751371838,-0.001656839057958593,0.7077583087930102,-0.20872155738103518,-0.6359600288665043,-0.22598302923673025
3.2479982,9.9124116897583,-0.12332727789737694,1.001007080078125,-0.00865484144718897,0.015323655341842001,-0.003793346808261929,0.7079338691456025,-0.20875140813949342,-0.6356978975200696,-0.22614302908751918
3.2963888000000003,9.919137821785851,-0.06103701516985893,1.0266671271203927,-0.007477034814655781,-0.0015477411482093598,-0.0026158889788744713,0.7080018449554135,-0.20878370203740662,-0.635570399816482,-0.226258746085988
3.3380087,9.9124116897583,-0.1110993977857814,0.9997743103578334,-0.0050763339434821775,0.005232871671129888,-0.0037924511484257253,0.7080538560825048,-0.2088101119722192,-0.6354741122605833,-0.2263420567889857
3.465179,9.911187805928662,-0.06530562392689271,1.0498366355895996,0.0,-0.0033114906891552965,-0.0020292484641702612,0.7080284344848902,-0.20882993186037255,-0.635495328690787,-0.22634372695583255
3.4752547000000003,9.94232549535514,-0.11657507310745902,1.0065060305979945,-0.001655136903507575,0.005821897911148206,-0.0011739781456849268,0.7081165700978427,-0.20881273342859866,-0.6354096156430589,-0.22632451449033072
3.6639332000000002,9.900203704833984,-0.055532511968333,1.0620441436767578,-0.005655318464519775,-0.008545182645320892,0.000586503800531592,0.7081556513625427,-0.20884189354944063,-0.6353752713941191,-0.22627174247533943
3.7621396000000003,9.882486945961416,-0.09333694262522585,1.0486490785984035,-0.009405498332794636,0.005340739153325558,-0.004272591322660446,0.7081538350860872,-0.20895979336440335,-0.6352955944406655,-0.22639226641882856
3.8032189,9.919097906004781,-0.07993084296778641,1.06873055580848,0.0015512338856395812,-0.007477034814655781,-0.002721357437020865,0.708056521587849,-0.20903306953908224,-0.6354393958160858,-0.22622535737815233
3.8705982000000003,9.90574369901643,-0.0354942657665612,1.027677740805406,0.004371286323139101,0.00028733641413591807,-0.00048472641509322823,0.7083941413484212,-0.20859564628529734,-0.6354443600445631,-0.225557225868751
3.9556866,9.894653208029371,-0.10765449122254245,0.9999010100339055,0.0020395144143234532,-0.002136295661330223,0.0011649290776718812,0.7085569765814126,-0.20859351000763146,-0.6353393753973335,-0.22534337485319733
4.010561999999999,9.875789642333984,-0.15313791128278878,1.0320709156520051,-0.009222414622443819,-0.01748128063691598,9.543870786024681e-05,0.7084870283740152,-0.20891862979669634,-0.6352815812107754,-0.22542504147490916
4.1041172,9.906846123977289,-0.07216761854714857,1.0254218578338623,-0.0032044434919953346,0.0059219231605367635,0.0004869638234539063,0.7084486822731574,-0.20907780199884454,-0.635257737335437,-0.22546517347967268
4.1741613,9.882422879361155,-0.10429266223915712,1.0631035630878765,-0.003692165370129289,-0.0003023137293395495,-0.00048772187813395454,0.7084227855902523,-0.2091372663168429,-0.635273441270655,-0.22544714571314595
4.2257618,9.955661438009763,-0.14648884534835815,1.0198423639540635,0.010773213516477852,0.010589743096824379,-9.173520982673619e-05,0.7086335317348352,-0.20902349436288498,-0.6350977156977782,-0.225385421047607
4.2706005,9.9124116897583,-0.07219432140149737,1.0498366355895996,0.010101462549139417,0.003692575565148746,-0.0015562799038185229,0.7088078998317223,-0.20875825177654045,-0.6350663510520985,-0.22517123087267993
4.3357698,9.917994992764124,-0.11649055694500932,0.9887996912002563,0.004454671295842674,0.012817773967981339,-0.0027158895699583357,0.7090130556621059,-0.20856264154911477,-0.6349276437021306,-0.22509775368403515
4.377440099999999,9.887996673583984,-0.07118458390825384,1.0188032056897356,-0.00018023541682455745,0.0005791327695386951,-0.004272591322660446,0.7091454277847051,-0.20836676833704018,-0.6348531203937477,-0.22507236087788968
4.432637199999999,9.930212419388038,-0.1408954132493762,0.9643848538398743,-0.0058301644619864765,0.010102755784646922,-0.006898312292651587,0.7092177631592357,-0.20834189098148445,-0.6347198835953384,-0.22524318025278525
4.527294299999999,9.9124116897583,-0.07884807730188018,1.0310255056213733,-0.0011556561014825298,0.0048504193734017105,-0.005340739153325558,0.7093205409656197,-0.20820225919912713,-0.634619828113641,-0.22533056426865955
4.6072427,9.882382251760987,-0.01782199558091416,1.080844335124484,-0.009122053574350092,0.0005768709290291994,-0.006408886983990669,0.7094117327020032,-0.20805823871609136,-0.6345042898403376,-0.2255018159157658
4.6589842,9.925588047693648,-0.17749177558081491,1.0630129291897727,-0.004187817685306072,-0.0016446085646748543,-0.013970695436000824,0.7094164699045198,-0.20806296626428628,-0.6344007532830034,-0.22577368874931675
4.7240749,9.89362287600703,-0.03662221133708954,1.1042926775635578,-0.005173674434386256,0.005833046888923288,-0.007560567174125432,0.709414048119303,-0.20798664242272955,-0.6343278837540103,-0.22605618946815223
4.7785892,9.880483780180718,0.006573337137044781,1.1296544176807874,0.0,0.0014789423618798083,-0.009613330475986004,0.7097108709006297,-0.207650309123577,-0.633987857952336,-0.22638733360186059
