,rightfoot,,,,,,leftfoot,,,,,,lumbar
time,ax,ay,az,wx,wy,wz,ax,ay,az,wx,wy,wz,pelvic_rotation
0.0,9.619433403015137,-1.9165623188018799,-1.7822809219360352,0.33860287070274353,-0.06622516363859177,0.048066653311252594,8.786511441956895,3.7286318633352495,-3.1865854515702186,4.920972472877913,-0.6203494069366289,-0.25633455774781644,28.654282335751827
0.095826,9.631664824549862,-2.0265304969639657,-1.9041674362015635,0.4251173587198159,-0.15272873687359645,0.0011084785092034134,8.401493795456425,2.015840409049851,-0.39965025792198794,2.2536942249557876,-0.45242377474743833,-0.08368306355984834,32.25825263026313
0.1376518,9.777810839735164,-1.4043560603906018,-0.7328957740909293,-0.28608233188790944,0.023668914552719352,-0.29482972226740384,11.523501138594355,1.032170931081427,1.9030172511118837,1.4360307687926892,0.7870411526467089,-0.5366608529626804,38.37943631614159
0.1806335,7.525960024166363,-1.3391457035952579,-0.8462997643739789,4.23267042757408,0.45001259716207387,-0.022663792245648823,9.674429187728274,2.5874538315436486,0.2207644706336634,0.2045233045037968,0.07036241169498715,0.046166736326952465,42.10944500996731
0.2452185,8.839374273420296,-0.20751648835734837,-4.118723443301592,1.9510991897451162,1.5118524869374599,-0.19835594834362125,9.65557606347528,2.46254467286552,-0.01675372686265235,0.22862561374250287,-0.04467363244693069,0.06147080775521549,43.634377665264836
0.2924953,9.099289024530751,-1.606664914854751,-7.276546708359298,1.34066589818818,1.120252478340898,-0.10413641524741336,9.818546899786256,2.4120182261492613,0.105248623291359,0.217313263934303,-0.12114551652528943,0.12578458669169926,45.48216437170401
0.3591901,10.09280569143908,-2.0586518213040375,-1.8064582738572446,-0.31926315258172944,0.47135077984796203,0.47343882873734455,9.97684866857486,2.1919249097684212,0.4522895293116463,0.11302105977637322,-0.5494729835932468,0.45448985614591075,52.263196535193785
0.43457,10.066860641507814,-2.1017922447756874,-1.001980601924844,0.03522549795045976,0.22085105010517672,0.24373896713943222,9.487417822105089,2.7617387407860194,-0.1138430559948329,-0.12383637459142618,-0.6265252284428138,0.35535335472492774,55.863533805634724
0.4856948,9.98017595660302,-2.384261125732066,-1.2360542954937104,-0.09602418953826564,0.18308781023307513,0.30425942101679393,7.241368178046956,-1.8214687170787671,-0.9568038576622405,0.0022166837259514835,0.41614603211262396,-0.1144916914698105,56.36887191591784
